clip,vehicle_id,terminal_event_id,original_event_description,vlm_events_for_pipeline,vlm_change_type,change_action,change_reason,removed_event,added_event,event_changed_flag
687,452477724,4882303786174086645,v_distraction,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",refined,added,refined added extra VLM context,,v_phone,1
688,365599055,4882303786174028871,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
689,459505113,4882303786173945883,v_distraction,"['SEATBELT_D_OFF', 'v_phone']",contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
689,459505113,4882303786173945883,v_distraction,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
689,459505113,4882303786173945883,v_distraction,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
690,365670886,4882303786173933656,v_yawn,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_yawn,,1
691,334008589,4882303786173888491,v_yawn,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_yawn,,1
692,435028160,4882303786173854480,v_cam_covered,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_cam_covered,,1
693,429536893,4882303786173842961,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
694,459505113,4882303786173770521,v_yawn,"['SEATBELT_D_OFF', 'v_phone']",contradicted,removed,VLM contradicted original telematics event — original removed,v_yawn,,1
694,459505113,4882303786173770521,v_yawn,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
694,459505113,4882303786173770521,v_yawn,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
695,459505113,4882303786173763084,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
695,459505113,4882303786173763084,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
696,333584194,4882303786173760175,v_yawn,"['SEATBELT_D_OFF', 'v_phone']",contradicted,removed,VLM contradicted original telematics event — original removed,v_yawn,,1
696,333584194,4882303786173760175,v_yawn,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
696,333584194,4882303786173760175,v_yawn,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
697,335116387,4882303786173696500,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
698,429536893,4882303786173687503,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
699,409223544,4882303786173614262,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
700,365670886,4882303786173538136,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone']",contradicted,removed,VLM contradicted original telematics event — original removed,v_eye_closed,,1
700,365670886,4882303786173538136,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
700,365670886,4882303786173538136,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
701,454270937,4882303786173501418,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
702,429536893,4882303786173449238,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
703,335116387,4882303786173370499,v_yawn,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_yawn,,1
704,443717449,4882303786173253518,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
705,304246535,4882303786173198075,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
705,304246535,4882303786173198075,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
706,429536893,4882303786173123333,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
707,338306241,4882303786173108568,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
708,425968651,4882303786173074937,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
709,507301777,4882303786173042326,v_eye_closed,['v_phone'],contradicted,removed,VLM contradicted original telematics event — original removed,v_eye_closed,,1
709,507301777,4882303786173042326,v_eye_closed,['v_phone'],contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
710,338306241,4882303786172965885,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
711,459505113,4882303786172948726,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
711,459505113,4882303786172948726,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
712,437380121,4882303786172903273,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
713,338306241,4882303786172835368,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
714,459505113,4882303786172794584,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
715,437380121,4882303786172760240,v_yawn,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
716,459505113,4882303786172753826,v_distraction,['v_phone'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
716,459505113,4882303786172753826,v_distraction,['v_phone'],contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
717,437380121,4882303786172744900,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
718,435028160,4882303786172708283,v_fatigue,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_fatigue,,1
719,507301777,4882303786172696881,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
720,507301777,4882303786172696821,v_distraction,['v_distraction'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
721,335116387,4882303786172682706,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
722,322784039,4882303786172647527,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
723,437380121,4882303786172628954,v_distraction,['v_distraction'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
724,459505113,4882303786172625774,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
724,459505113,4882303786172625774,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
725,459505113,4882303786172624309,v_phone,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_phone,,1
725,459505113,4882303786172624309,v_phone,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
726,365670886,4882303786172605455,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
727,322784039,4882303786172569976,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
727,322784039,4882303786172569976,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
728,437380121,4882303786172503224,v_phone,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_phone,,1
729,437380121,4882303786172486658,v_yawn,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_yawn,,1
730,437380121,4882303786172476950,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
731,425968651,4882303786172470126,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
732,365670886,4882303786172443788,v_eye_closed,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_eye_closed,,1
732,365670886,4882303786172443788,v_eye_closed,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
733,365670886,4882303786172426878,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
734,365670886,4882303786172412314,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
735,336854753,4882303786172411071,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
736,334008589,4882303786172396191,v_yawn,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_yawn,,1
736,334008589,4882303786172396191,v_yawn,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
737,459505113,4882303786172354403,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
737,459505113,4882303786172354403,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
738,334148753,4882303786172346024,v_distraction,"['SEATBELT_D_OFF', 'v_distraction']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
739,459505113,4882303786172309236,v_yawn,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_yawn,,1
739,459505113,4882303786172309236,v_yawn,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
740,336854753,4882303786172291813,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
741,459505113,4882303786172213341,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
742,460126901,4882303786172153124,v_phone,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_phone,,1
742,460126901,4882303786172153124,v_phone,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
743,336854753,4882303786172152876,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
744,452477724,4882303786172112615,v_distraction,['v_distraction'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
745,334008589,4882303786172107386,v_yawn,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
746,460126901,4882303786172062233,v_fatigue,"['SEATBELT_D_OFF', 'v_phone']",contradicted,removed,VLM contradicted original telematics event — original removed,v_fatigue,,1
746,460126901,4882303786172062233,v_fatigue,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
746,460126901,4882303786172062233,v_fatigue,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
747,452477724,4882303786172045280,v_eye_closed,"['SEATBELT_D_OFF', 'v_fatigue']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
747,452477724,4882303786172045280,v_eye_closed,"['SEATBELT_D_OFF', 'v_fatigue']",refined,added,refined added extra VLM context,,v_fatigue,1
748,452477724,4882303786171999592,v_phone,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_phone,,1
749,335116387,4882303786171998112,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
750,452477724,4882303786171983035,v_distraction,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
750,452477724,4882303786171983035,v_distraction,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",refined,added,refined added extra VLM context,,v_phone,1
751,335116387,4882303786171951345,v_fatigue,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_fatigue,,1
752,336854753,4882303786171915371,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
753,334008589,4882303786171892586,v_yawn,"['SEATBELT_D_OFF', 'v_fatigue']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
753,334008589,4882303786171892586,v_yawn,"['SEATBELT_D_OFF', 'v_fatigue']",refined,added,refined added extra VLM context,,v_fatigue,1
754,335116387,4882303786171863654,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
755,452477724,4882303786171863092,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone', 'v_fatigue']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
755,452477724,4882303786171863092,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone', 'v_fatigue']",refined,added,refined added extra VLM context,,v_phone,1
755,452477724,4882303786171863092,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone', 'v_fatigue']",refined,added,refined added extra VLM context,,v_fatigue,1
756,365670886,4882303786171777099,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
757,464868635,4882303786171776644,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
758,452477724,4882303786171751672,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
758,452477724,4882303786171751672,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
759,365670886,4882303786171690647,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
760,366751690,4882303786171676968,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
761,366751690,4882303786171676923,v_yawn,['v_phone'],contradicted,removed,VLM contradicted original telematics event — original removed,v_yawn,,1
761,366751690,4882303786171676923,v_yawn,['v_phone'],contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
762,335116387,4882303786171649597,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
763,453948326,4882303786171542602,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
764,333545827,4882303786171529811,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
764,333545827,4882303786171529811,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
765,437380121,4882303786171528725,v_distraction,['v_distraction'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
766,335116387,4882303786171517808,v_fatigue,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_fatigue,,1
767,459505113,4882303786171512262,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
768,366751690,4882303786171485977,v_eye_closed,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_eye_closed,,1
769,365670886,4882303786171465010,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
770,437380121,4882303786171440746,v_yawn,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
771,437380121,4882303786171407285,v_smoke,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_smoke,,1
772,437380121,4882303786171401056,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
773,366751690,4882303786171340753,v_eye_closed,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_eye_closed,,1
774,459505113,4882303786171330100,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
775,459505113,4882303786171323375,v_eye_closed,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
776,459505113,4882303786171310774,v_distraction,['v_distraction'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
777,453865293,4882303786171287837,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
778,437380121,4882303786171269576,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
779,366751690,4882303786171265433,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
780,366751690,4882303786171229181,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
781,443717449,4882303786171217154,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
782,460126729,4882303786171141441,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
783,366751690,4882303786171137736,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
784,366751690,4882303786171134464,v_eye_closed,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_eye_closed,,1
784,366751690,4882303786171134464,v_eye_closed,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
785,333584194,4882303786171069656,v_yawn,"['SEATBELT_D_OFF', 'v_phone', 'v_fatigue']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
785,333584194,4882303786171069656,v_yawn,"['SEATBELT_D_OFF', 'v_phone', 'v_fatigue']",refined,added,refined added extra VLM context,,v_phone,1
785,333584194,4882303786171069656,v_yawn,"['SEATBELT_D_OFF', 'v_phone', 'v_fatigue']",refined,added,refined added extra VLM context,,v_fatigue,1
786,443717449,4882303786171065896,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
787,304246535,4882303786171014561,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
787,304246535,4882303786171014561,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
788,333584194,4882303786170992501,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
789,336920768,4882303786170986191,v_yawn,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_yawn,,1
789,336920768,4882303786170986191,v_yawn,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
790,335116387,4882303786170951709,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
791,429536893,4882303786170932782,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
792,335116387,4882303786170929862,v_fatigue,['v_fatigue'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
793,460126729,4882303786170891936,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
794,429536893,4882303786170803952,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
795,334008589,4882303786170742590,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
796,460126729,4882303786170733608,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
797,443717449,4882303786170692325,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
798,365670886,4882303786170688879,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
799,429536893,4882303786170664454,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
800,334008589,4882303786170660015,v_yawn,"['SEATBELT_D_OFF', 'v_fatigue']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
800,334008589,4882303786170660015,v_yawn,"['SEATBELT_D_OFF', 'v_fatigue']",refined,added,refined added extra VLM context,,v_fatigue,1
801,334148753,4882303786170653938,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
802,422017575,4882303786170631487,v_distraction,['v_distraction'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
803,422017575,4882303786170630355,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
804,460126729,4882303786170599138,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
805,336920768,4882303786170593154,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
806,422017575,4882303786170508813,v_eye_closed,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
807,335116387,4882303786170496062,v_fatigue,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_fatigue,,1
808,422017575,4882303786170495302,v_distraction,['v_distraction'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
809,460126729,4882303786170474550,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
810,334008589,4882303786170447307,v_yawn,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_yawn,,1
811,336920768,4882303786170372258,v_yawn,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_yawn,,1
811,336920768,4882303786170372258,v_yawn,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
812,460126729,4882303786170293242,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
813,437381828,4882303786170281723,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
814,459505113,4882303786170251194,v_eye_closed,[],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
815,365598969,4882303786170236641,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
816,459505113,4882303786170214584,v_distraction,"['v_phone', 'v_distraction']",refined,added,refined added extra VLM context,,v_phone,1
817,459505113,4882303786170183196,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
818,459505113,4882303786170118442,v_eye_closed,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
819,416296124,4882303786170095713,v_cam_covered,[],no_vlm_signal,no_change,VLM produced no usable event,,,0
820,452477724,4882303786170007452,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
821,437381828,4882303786169981070,v_cam_covered,[],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
822,459505113,4882303786169976052,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
823,459505113,4882303786169894908,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
824,459505113,4882303786169888654,v_eye_closed,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
825,460126729,4882303786169794257,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
826,459505113,4882303786169759559,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
827,429536893,4882303786169681651,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
828,452477724,4882303786169621044,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
829,459505113,4882303786169595867,v_eye_closed,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
830,459505113,4882303786169575674,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
831,334008589,4882303786169488462,v_yawn,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_yawn,,1
831,334008589,4882303786169488462,v_yawn,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
832,459505113,4882303786169469543,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone']",contradicted,removed,VLM contradicted original telematics event — original removed,v_eye_closed,,1
832,459505113,4882303786169469543,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
832,459505113,4882303786169469543,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
833,459505113,4882303786169454536,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
834,429536893,4882303786169439074,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
835,333584194,4882303786169432352,v_yawn,['v_phone'],contradicted,removed,VLM contradicted original telematics event — original removed,v_yawn,,1
835,333584194,4882303786169432352,v_yawn,['v_phone'],contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
836,452477724,4882303786169430654,v_distraction,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_distraction,,1
836,452477724,4882303786169430654,v_distraction,['SEATBELT_D_OFF'],contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
837,333584194,4882303786169427896,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
838,452477724,4882303786169380472,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone']",contradicted,removed,VLM contradicted original telematics event — original removed,v_eye_closed,,1
838,452477724,4882303786169380472,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,SEATBELT_D_OFF,1
838,452477724,4882303786169380472,v_eye_closed,"['SEATBELT_D_OFF', 'v_phone']",contradicted,added,VLM contradicted original — replacement VLM event added,,v_phone,1
839,507301777,4882303786169361678,v_eye_closed,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
840,459505113,4882303786169336708,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
841,333584194,4882303786169321436,v_distraction,[],not_confirmed,removed,"original event not confirmed by VLM, so it was removed",v_distraction,,1
842,459505113,4882303786169308761,v_yawn,"['v_phone', 'v_fatigue']",refined,added,refined added extra VLM context,,v_phone,1
842,459505113,4882303786169308761,v_yawn,"['v_phone', 'v_fatigue']",refined,added,refined added extra VLM context,,v_fatigue,1
843,435028160,4882303786169298550,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
844,452477724,4882303786169279155,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
845,322641996,4882303786169274515,v_yawn,['v_fatigue'],refined,added,refined added extra VLM context,,v_fatigue,1
846,459505113,4882303786169225243,v_phone,"['SEATBELT_D_OFF', 'v_phone']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
847,452477724,4882303786169223624,v_distraction,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
847,452477724,4882303786169223624,v_distraction,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",refined,added,refined added extra VLM context,,v_phone,1
848,333584194,4882303786169208627,v_phone,['v_phone'],confirmed,no_change,"original event stayed, no extra VLM event needed",,,0
849,333545827,4882303786169081609,v_distraction,"['SEATBELT_D_OFF', 'v_distraction']",refined,added,refined added extra VLM context,,SEATBELT_D_OFF,1
850,333545827,4882303786169048008,v_cam_covered,['SEATBELT_D_OFF'],contradicted,removed,VLM contradicted original telematics event — original removed,v_cam_covered,,1
