clip,source_hash,vehicle_id,terminal_event_id,event_ts,camera,status,original_labelled_event_description,labelled_event,labelled_checked,labelled_agreed,cam_o,cam_s,vs,fatigue_summary,smoking_summary,eatdrink_summary,review_seatbelt,review_phone,review_drinking,t_total_s,t_llm_s,driver_vis,seatbelt,phone,distraction,fatigue,smoking,eatdrink,drinking,alcohol,why,seatbelt_support_n,phone_support_n,distraction_support_n,fatigue_support_n,smoking_support_n,det_codes,rev_codes,det_event_descriptions,rev_event_descriptions,primary_vlm_event,seatbelt_off_flag,phone_flag,distraction_flag,fatigue_flag,smoke_flag,cam_covered_flag,face_obstructed_review_flag,seatbelt_uncertain_flag,phone_uncertain_flag,distraction_uncertain_flag,fatigue_uncertain_flag,smoking_uncertain_flag,raw_event_description,raw_event_ts,original_event_description,event_ts_final,vlm_change_type,event_changed_flag,det_rankable_event_descriptions,rev_rankable_event_descriptions,extra_rankable_vlm_events,n_extra_rankable_vlm_events,matched_raw_df_flag
820,9d3ef64749b49b3d,452477724,4882303786170007452,2026-01-10 07:59:47+00:00,2,OK,v_distraction,,y,n,2,0,1,u,u,n,low,low,low,50.36,23.98,1,y,n,n,u,u,n,u,u,The driver is clearly visible and appears attentive.,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 09:59:52+00:00,v_distraction,2026-01-10 07:59:47+00:00,not_confirmed,0,[],[],[],0,1
821,ee1af1b8a7872139,437381828,4882303786169981070,2026-01-10 07:57:31+00:00,2,OK,v_cam_covered,,y,n,2,0,0,u,u,n,low,low,low,40.68,39.16,0,u,u,u,u,u,n,u,u,"No driver visible, unclear image",0,0,0,0,0,[],[4],[],['v_cam_covered'],v_cam_covered,0,0,0,0,0,0,0,1,1,1,1,1,v_cam_covered,2026-01-10 09:57:40+00:00,v_cam_covered,2026-01-10 07:57:31+00:00,confirmed,0,[],['v_cam_covered'],[],0,1
822,6472d7935fb49992,459505113,4882303786169976052,2026-01-10 07:57:04+00:00,2,OK,v_distraction,,y,n,2,0,1,u,u,n,low,low,low,50.01,23.94,1,y,n,n,u,u,n,u,u,Driver is clearly visible and appears attentive.,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 09:57:09+00:00,v_distraction,2026-01-10 07:57:04+00:00,not_confirmed,0,[],[],[],0,1
823,b3a6314d9d10ed7c,459505113,4882303786169894908,2026-01-10 07:50:13+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,51.94,25.25,1,y,y,u,u,u,n,u,u,"The driver is holding a phone to the ear, indicating a call is in progress.",0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:50:18+00:00,v_phone,2026-01-10 07:50:13+00:00,confirmed,0,['v_phone'],[],[],0,1
824,33ed018392140c45,459505113,4882303786169888654,2026-01-10 07:49:37+00:00,2,OK,v_eye_closed,,y,y,2,0,1,y,u,n,low,low,low,52.98,24.39,1,y,n,u,y,u,n,u,u,eyes fully closed for a moment,0,0,0,0,0,[13],[],['v_fatigue'],[],v_fatigue,0,0,0,1,0,0,0,0,0,1,0,1,v_eye_closed,2026-01-10 09:49:42+00:00,v_eye_closed,2026-01-10 07:49:37+00:00,refined,1,['v_fatigue'],[],['v_fatigue'],1,1
825,7c4b49440191ca81,460126729,4882303786169794257,2026-01-10 07:41:59+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,58.09,25.53,1,y,y,u,u,u,n,u,u,clearly visible phone in left hand near ear,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:42:04+00:00,v_phone,2026-01-10 07:41:59+00:00,confirmed,0,['v_phone'],[],[],0,1
826,7a9ead16f4e31c70,459505113,4882303786169759559,2026-01-10 07:38:42+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,high,high,low,53.02,25.36,1,n,y,u,u,u,n,u,u,clearly visible phone in left hand near ear,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:38:47+00:00,v_phone,2026-01-10 07:38:42+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone']",[],['SEATBELT_D_OFF'],1,1
827,685516b13b7ea7b2,429536893,4882303786169681651,2026-01-10 07:33:06+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,52.93,25.63,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's right hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:33:11+00:00,v_phone,2026-01-10 07:33:06+00:00,confirmed,0,['v_phone'],[],[],0,1
828,fc7226b036d48c40,452477724,4882303786169621044,2026-01-10 07:28:06+00:00,2,OK,v_distraction,,y,n,2,0,1,u,u,n,low,low,low,51.83,23.88,1,y,n,n,u,u,n,u,u,Attentive driver,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 09:28:11+00:00,v_distraction,2026-01-10 07:28:06+00:00,not_confirmed,0,[],[],[],0,1
829,b1a7ace390f6c799,459505113,4882303786169595867,2026-01-10 07:25:44+00:00,2,OK,v_eye_closed,,y,y,2,0,1,y,u,n,low,low,low,51.8,25.1,1,y,n,u,y,u,n,u,u,eyes fully closed for a moment,0,0,0,0,0,[13],[],['v_fatigue'],[],v_fatigue,0,0,0,1,0,0,0,0,0,1,0,1,v_eye_closed,2026-01-10 09:25:49+00:00,v_eye_closed,2026-01-10 07:25:44+00:00,refined,1,['v_fatigue'],[],['v_fatigue'],1,1
830,17998ceaf746d9a6,459505113,4882303786169575674,2026-01-10 07:24:12+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,51.75,25.43,1,y,y,u,u,u,n,u,u,A clear rectangular phone-like object is visible in the driver's right hand.,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:24:17+00:00,v_phone,2026-01-10 07:24:12+00:00,confirmed,0,['v_phone'],[],[],0,1
831,405793c056210ad3,334008589,4882303786169488462,2026-01-10 07:17:05+00:00,2,OK,v_yawn,,y,n,2,0,1,n,u,n,high,low,low,50.88,24.81,1,n,n,u,n,u,n,u,u,face is clearly visible and no signs of fatigue,0,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,0,1,v_yawn,2026-01-10 09:17:10+00:00,v_yawn,2026-01-10 07:17:05+00:00,contradicted,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
832,58ed22e58b11c314,459505113,4882303786169469543,2026-01-10 07:15:00+00:00,2,OK,v_eye_closed,,y,n,2,0,1,n,u,n,high,high,low,53.91,25.22,1,n,y,u,n,u,n,u,u,Face is clearly visible and no signs of fatigue.,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,0,1,v_eye_closed,2026-01-10 09:15:05+00:00,v_eye_closed,2026-01-10 07:15:00+00:00,contradicted,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
833,3f8a6c3c766d7ecd,459505113,4882303786169454536,2026-01-10 07:13:57+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,52.7,25.54,1,y,y,u,u,u,n,u,u,clearly visible phone in hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:14:02+00:00,v_phone,2026-01-10 07:13:57+00:00,confirmed,0,['v_phone'],[],[],0,1
834,817ed4e0efeefa0f,429536893,4882303786169439074,2026-01-10 07:12:46+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,52.73,25.55,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's right hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:12:51+00:00,v_phone,2026-01-10 07:12:46+00:00,confirmed,0,['v_phone'],[],[],0,1
835,59b5687446b24ce2,333584194,4882303786169432352,2026-01-10 07:12:12+00:00,2,OK,v_yawn,,y,n,2,0,1,n,u,n,low,high,low,64.44,26.39,1,y,y,u,n,u,n,u,u,Face is clearly visible and no signs of fatigue.,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,0,1,v_yawn,2026-01-10 09:12:17+00:00,v_yawn,2026-01-10 07:12:12+00:00,contradicted,1,['v_phone'],[],['v_phone'],1,1
836,96a549c1e96d3eef,452477724,4882303786169430654,2026-01-10 07:11:57+00:00,2,OK,v_distraction,,y,n,2,0,1,u,u,n,high,low,low,49.86,23.85,1,n,n,n,u,u,n,u,u,Driver is clearly visible and appears attentive.,0,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 09:12:02+00:00,v_distraction,2026-01-10 07:11:57+00:00,contradicted,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
837,4ed3a234ac63b2b8,333584194,4882303786169427896,2026-01-10 07:11:49+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,59.01,27.07,1,y,y,u,u,u,n,u,u,clearly visible phone in left hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:11:54+00:00,v_phone,2026-01-10 07:11:49+00:00,confirmed,0,['v_phone'],[],[],0,1
838,757562a21aa63155,452477724,4882303786169380472,2026-01-10 07:07:16+00:00,2,OK,v_eye_closed,,y,n,2,0,1,n,u,n,high,high,low,49.96,24.68,1,n,y,u,n,u,n,u,u,Face is clearly visible and no signs of fatigue.,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,0,1,v_eye_closed,2026-01-10 09:07:21+00:00,v_eye_closed,2026-01-10 07:07:16+00:00,contradicted,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
839,fa76393c25538a84,507301777,4882303786169361678,2026-01-10 07:05:58+00:00,2,OK,v_eye_closed,,y,y,2,0,1,y,u,n,low,low,low,52.39,24.87,1,y,n,u,y,u,n,u,u,eyes fully closed for a moment,0,0,0,0,0,[13],[],['v_fatigue'],[],v_fatigue,0,0,0,1,0,0,0,0,0,1,0,1,v_eye_closed,2026-01-10 09:06:03+00:00,v_eye_closed,2026-01-10 07:05:58+00:00,refined,1,['v_fatigue'],[],['v_fatigue'],1,1
840,62efa91a2bd93d94,459505113,4882303786169336708,2026-01-10 07:03:55+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,53.55,25.87,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's left hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:04:00+00:00,v_phone,2026-01-10 07:03:55+00:00,confirmed,0,['v_phone'],[],[],0,1
841,cddb0c06b0848fc5,333584194,4882303786169321436,2026-01-10 07:02:49+00:00,2,OK,v_distraction,,y,n,2,0,1,u,u,n,low,low,low,54.47,24.24,1,y,n,n,u,u,n,u,u,Attentive driver,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 09:02:54+00:00,v_distraction,2026-01-10 07:02:49+00:00,not_confirmed,0,[],[],[],0,1
842,811a5722b9c70ec4,459505113,4882303786169308761,2026-01-10 07:01:18+00:00,2,OK,v_yawn,,y,y,2,0,1,y,u,n,low,high,low,52.02,24.63,1,y,y,u,y,u,n,u,u,mouth wide open,0,0,0,0,0,"[10, 13]",[],"['v_phone', 'v_fatigue']",[],v_phone,0,1,0,1,0,0,0,0,0,1,0,1,v_yawn,2026-01-10 09:01:23+00:00,v_yawn,2026-01-10 07:01:18+00:00,refined,1,"['v_phone', 'v_fatigue']",[],"['v_phone', 'v_fatigue']",2,1
843,0f5ff0465eaa1fb8,435028160,4882303786169298550,2026-01-10 07:00:44+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,54.44,25.8,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's right hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 09:00:49+00:00,v_phone,2026-01-10 07:00:44+00:00,confirmed,0,['v_phone'],[],[],0,1
844,d65297174e4dc419,452477724,4882303786169279155,2026-01-10 06:58:48+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,high,high,low,51.56,25.44,1,n,y,u,u,u,n,u,u,"The driver is holding a phone to the ear, indicating they are using it.",0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:58:53+00:00,v_phone,2026-01-10 06:58:48+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone']",[],['SEATBELT_D_OFF'],1,1
845,cd118ced56b23c0b,322641996,4882303786169274515,2026-01-10 06:58:34+00:00,2,OK,v_yawn,,y,y,2,0,1,y,u,n,low,low,low,52.04,24.16,1,y,n,u,y,u,n,u,u,mouth wide open,0,0,0,0,0,[13],[],['v_fatigue'],[],v_fatigue,0,0,0,1,0,0,0,0,0,1,0,1,v_yawn,2026-01-10 08:58:39+00:00,v_yawn,2026-01-10 06:58:34+00:00,refined,1,['v_fatigue'],[],['v_fatigue'],1,1
846,82f7c53562504276,459505113,4882303786169225243,2026-01-10 06:53:53+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,high,high,low,51.16,25.42,1,n,y,u,u,u,n,u,u,clearly visible phone in the driver's left hand,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:53:58+00:00,v_phone,2026-01-10 06:53:53+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone']",[],['SEATBELT_D_OFF'],1,1
847,4b4c95c2ea6f84d0,452477724,4882303786169223624,2026-01-10 06:53:43+00:00,2,OK,v_distraction,,y,y,2,0,1,u,u,n,high,high,low,51.8,24.57,1,n,y,y,u,u,n,u,u,"Driver is looking down at a phone, indicating distraction.",0,0,0,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 08:53:48+00:00,v_distraction,2026-01-10 06:53:43+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
848,2c007286b55ef1e7,333584194,4882303786169208627,2026-01-10 06:52:40+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,54.12,25.18,1,y,y,u,u,u,n,u,u,The driver is holding a phone in the right hand.,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:52:45+00:00,v_phone,2026-01-10 06:52:40+00:00,confirmed,0,['v_phone'],[],[],0,1
849,1dc347975a9c3f9e,333545827,4882303786169081609,2026-01-10 06:41:35+00:00,2,OK,v_distraction,,y,y,2,0,1,u,u,n,high,low,low,52.18,24.54,1,n,n,y,u,u,n,u,u,covering face with hand,0,0,0,0,0,"[5, 11]",[],"['SEATBELT_D_OFF', 'v_distraction']",[],SEATBELT_D_OFF,1,0,1,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 08:41:40+00:00,v_distraction,2026-01-10 06:41:35+00:00,refined,1,"['SEATBELT_D_OFF', 'v_distraction']",[],['SEATBELT_D_OFF'],1,1
850,0a0691a90d859258,333545827,4882303786169048008,2026-01-10 06:38:30+00:00,2,OK,v_cam_covered,,y,n,2,0,1,u,u,n,high,medium,low,79.63,51.58,1,n,u,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest.",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,1,1,1,1,v_cam_covered,2026-01-10 08:38:39+00:00,v_cam_covered,2026-01-10 06:38:30+00:00,contradicted,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
851,58229b558e960127,460126729,4882303786169034724,2026-01-10 06:37:22+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,56.34,26.4,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's left hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:37:27+00:00,v_phone,2026-01-10 06:37:22+00:00,confirmed,0,['v_phone'],[],[],0,1
852,91703fc6d766397a,452477724,4882303786168995604,2026-01-10 06:33:28+00:00,2,OK,v_eye_closed,,y,y,2,0,1,y,u,n,low,low,low,52.92,26.37,1,y,n,u,y,u,n,u,u,eyes fully closed for a moment,0,0,0,0,0,[13],[],['v_fatigue'],[],v_fatigue,0,0,0,1,0,0,0,0,0,1,0,1,v_eye_closed,2026-01-10 08:33:33+00:00,v_eye_closed,2026-01-10 06:33:28+00:00,refined,1,['v_fatigue'],[],['v_fatigue'],1,1
853,ad0fc2a5924c5af1,322641996,4882303786168989348,2026-01-09 16:04:43+00:00,2,OK,v_yawn,,y,n,2,0,1,n,u,n,high,low,low,57.48,26.46,1,n,n,u,n,u,n,u,u,face is clearly visible and no signs of fatigue,0,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,0,1,v_yawn,2026-01-09 18:04:48+00:00,v_yawn,2026-01-09 16:04:43+00:00,contradicted,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
854,a5f43b0b16665f19,322641996,4882303786168989313,2026-01-09 16:03:46+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,high,high,low,56.15,27.33,1,n,y,u,u,u,n,u,u,clearly visible phone in left hand near ear,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-09 18:03:51+00:00,v_phone,2026-01-09 16:03:46+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone']",[],['SEATBELT_D_OFF'],1,1
855,10fb407a77d3400e,334008589,4882303786168929247,2026-01-10 06:27:32+00:00,2,OK,v_distraction,,y,n,2,0,1,u,u,n,low,low,low,50.79,23.91,1,y,n,n,u,u,n,u,u,Attentive driver,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 08:27:37+00:00,v_distraction,2026-01-10 06:27:32+00:00,not_confirmed,0,[],[],[],0,1
856,6d1fac6f1d6401af,452477724,4882303786168919846,2026-01-10 06:26:36+00:00,2,OK,v_distraction,,y,y,2,0,1,u,u,n,low,low,low,51.33,24.1,1,y,n,y,u,u,n,u,u,"Driver is looking down at a phone, indicating distraction.",0,0,0,0,0,[11],[],['v_distraction'],[],v_distraction,0,0,1,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 08:26:41+00:00,v_distraction,2026-01-10 06:26:36+00:00,confirmed,0,['v_distraction'],[],[],0,1
857,82e3f70dc4750e61,460126729,4882303786168870025,2026-01-10 06:22:07+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,56.02,25.83,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's left hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:22:12+00:00,v_phone,2026-01-10 06:22:07+00:00,confirmed,0,['v_phone'],[],[],0,1
858,ea231daffbb318b6,334008589,4882303786168864603,2026-01-10 06:21:37+00:00,2,OK,v_yawn,,y,n,2,0,1,n,u,n,high,medium,low,51.75,24.64,1,n,u,u,n,u,n,u,u,face is clearly visible and no signs of fatigue,0,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,1,1,0,1,v_yawn,2026-01-10 08:21:42+00:00,v_yawn,2026-01-10 06:21:37+00:00,contradicted,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
859,83dc915a1df562c3,365670886,4882303786168859405,2026-01-10 06:20:45+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,54.77,25.69,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's left hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:20:50+00:00,v_phone,2026-01-10 06:20:45+00:00,confirmed,0,['v_phone'],[],[],0,1
860,45efc5561332418f,365670886,4882303786168855044,2026-01-10 06:20:27+00:00,2,OK,v_eye_closed,,y,n,2,0,1,n,u,n,low,low,low,50.57,24.93,1,y,n,u,n,u,n,u,u,Face is clearly visible and no signs of fatigue.,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,0,1,v_eye_closed,2026-01-10 08:20:32+00:00,v_eye_closed,2026-01-10 06:20:27+00:00,not_confirmed,0,[],[],[],0,1
861,fd0b0aa4ad1fd2c9,452477724,4882303786168806103,2026-01-10 06:16:06+00:00,2,OK,v_eye_closed,,y,y,2,0,1,y,u,n,low,low,low,52.65,24.73,1,y,n,u,y,u,n,u,u,eyes fully closed for a moment,0,0,0,0,0,[13],[],['v_fatigue'],[],v_fatigue,0,0,0,1,0,0,0,0,0,1,0,1,v_eye_closed,2026-01-10 08:16:11+00:00,v_eye_closed,2026-01-10 06:16:06+00:00,refined,1,['v_fatigue'],[],['v_fatigue'],1,1
862,35bf2ff1c84e3dc6,366751690,4882303786168800207,2026-01-10 06:15:18+00:00,2,OK,v_yawn,,y,n,2,0,1,n,u,n,low,low,low,56.45,26.55,1,y,n,u,n,u,n,u,u,face is clearly visible and no signs of fatigue,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,0,1,v_yawn,2026-01-10 08:15:23+00:00,v_yawn,2026-01-10 06:15:18+00:00,not_confirmed,0,[],[],[],0,1
863,dedf58991c5dc320,338306241,4882303786168771650,2026-01-10 06:12:49+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,52.65,25.54,1,y,y,u,u,u,n,u,u,clearly visible phone held to the ear,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:12:54+00:00,v_phone,2026-01-10 06:12:49+00:00,confirmed,0,['v_phone'],[],[],0,1
864,1e1cf046b2272169,409223544,4882303786168759640,2026-01-10 06:11:41+00:00,2,OK,v_cam_covered,,y,n,2,0,1,u,u,n,medium,medium,low,46.33,39.74,0,u,u,u,u,u,n,u,u,"Driver not clearly visible, torso area heavily occluded.",0,0,0,0,0,[],[4],[],['v_cam_covered'],v_cam_covered,0,0,0,0,0,0,0,1,1,1,1,1,v_cam_covered,2026-01-10 08:11:50+00:00,v_cam_covered,2026-01-10 06:11:41+00:00,confirmed,0,[],['v_cam_covered'],[],0,1
865,ea40916c0c143c49,429536893,4882303786168756840,2026-01-10 06:11:28+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,high,high,low,51.63,24.91,1,n,y,u,u,u,n,u,u,clearly visible phone in the left hand,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:11:33+00:00,v_phone,2026-01-10 06:11:28+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone']",[],['SEATBELT_D_OFF'],1,1
866,e43abd2054b54feb,334008589,4882303786168749845,2026-01-10 06:10:48+00:00,2,OK,v_yawn,,y,y,2,0,1,y,u,n,low,low,low,51.5,24.11,1,y,n,u,y,u,n,u,u,mouth wide open,0,0,0,0,0,[13],[],['v_fatigue'],[],v_fatigue,0,0,0,1,0,0,0,0,0,1,0,1,v_yawn,2026-01-10 08:10:53+00:00,v_yawn,2026-01-10 06:10:48+00:00,refined,1,['v_fatigue'],[],['v_fatigue'],1,1
867,741683386824ea61,336854753,4882303786168734743,2026-01-10 06:09:23+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,54.82,24.8,1,y,y,u,u,u,n,u,u,clearly visible phone in left hand near ear,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:09:28+00:00,v_phone,2026-01-10 06:09:23+00:00,confirmed,0,['v_phone'],[],[],0,1
868,ee74caeb58c1ba25,366751690,4882303786168713114,2026-01-10 06:07:21+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,56.75,27.17,1,y,y,u,u,u,n,u,u,The driver is holding a phone to the ear.,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:07:26+00:00,v_phone,2026-01-10 06:07:21+00:00,confirmed,0,['v_phone'],[],[],0,1
869,efda884ab37a36d0,452477724,4882303786168712045,2026-01-10 06:07:13+00:00,2,OK,v_distraction,,y,y,2,0,1,u,u,n,high,high,low,50.68,24.24,1,n,y,y,u,u,n,u,u,Driver is looking at a phone and not focusing on the road.,0,0,0,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-10 08:07:18+00:00,v_distraction,2026-01-10 06:07:13+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
870,b7eee4c8a11618a8,365670886,4882303786168657576,2026-01-10 06:01:56+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,high,high,low,52.3,24.54,1,n,y,u,u,u,n,u,u,clearly visible phone in left hand near ear,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:02:01+00:00,v_phone,2026-01-10 06:01:56+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone']",[],['SEATBELT_D_OFF'],1,1
871,4cbb53070a11ed48,460126729,4882303786168648817,2026-01-10 06:01:29+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,53.76,24.86,1,y,y,u,u,u,n,u,u,clearly visible phone in left hand near ear,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-10 08:01:34+00:00,v_phone,2026-01-10 06:01:29+00:00,confirmed,0,['v_phone'],[],[],0,1
